orderID,date,clientReferenceID,salesmanID
363,2021/02/03,207,45
364,2020/06/25,208,30
365,2021/02/25,190,4
366,2020/05/23,409,5
367,2020/01/16,494,44
368,2020/10/23,322,8
369,2020/07/24,231,35
370,2020/09/11,331,23
371,2021/02/22,930,21
372,2021/01/15,269,48
373,2020/03/06,783,46
374,2020/02/25,254,27
375,2020/10/21,849,45
376,2020/08/13,172,32
377,2020/12/28,967,33
378,2020/10/23,630,46
379,2020/12/16,687,20
380,2020/09/18,399,31
381,2020/10/03,776,27
382,2020/05/29,397,10
383,2020/06/14,993,42
384,2020/04/14,465,1
385,2020/03/07,606,38
386,2020/10/17,479,43
387,2021/02/01,775,27
388,2020/04/06,941,34
389,2021/02/27,966,15
390,2020/07/16,334,48
391,2020/02/02,242,6
392,2021/01/30,313,14
393,2020/11/26,265,6
394,2021/02/17,25,35
395,2020/08/29,975,31
396,2020/08/28,153,44
397,2021/02/10,582,9
398,2020/02/14,134,45
399,2020/12/09,760,4
400,2021/02/01,124,34
401,2020/01/06,585,39
402,2020/12/10,468,45
403,2020/05/25,4,37
404,2020/08/24,434,32
405,2020/02/07,618,29
406,2020/07/09,624,50
407,2020/10/10,439,22
408,2020/03/25,929,20
409,2020/10/22,825,35
410,2020/01/11,529,40
411,2021/02/21,281,26
412,2020/12/26,780,20
413,2020/01/13,387,19
414,2020/03/29,960,33
415,2020/01/12,594,3
416,2020/03/16,706,47
417,2020/07/31,279,34
418,2020/12/06,637,17
419,2020/08/27,59,33
420,2020/01/30,157,18
421,2020/01/25,314,31
422,2021/02/15,578,5
423,2021/01/05,225,17
424,2021/01/04,450,48
425,2021/02/04,660,32
426,2020/06/07,947,49
427,2020/11/09,315,23
428,2020/01/03,58,10
429,2020/10/07,176,45
430,2020/12/12,424,11
431,2020/12/07,263,17
432,2020/01/06,906,17
433,2020/02/16,733,40
434,2020/05/05,649,13
435,2021/02/13,5,24
436,2020/10/09,883,10
437,2020/12/24,958,3
438,2021/01/23,346,18
439,2020/03/22,153,26
440,2020/04/26,927,41
441,2020/02/17,224,7
442,2020/08/01,195,14
443,2020/11/05,671,38
444,2021/02/24,510,40
445,2020/07/13,992,20
446,2020/06/04,732,32
447,2021/01/25,919,11
448,2020/01/14,647,15
449,2021/01/05,491,11
450,2020/12/27,168,41
451,2021/01/29,844,49
452,2020/12/12,816,21
453,2020/04/02,143,19
454,2020/12/11,897,16
455,2021/01/16,206,13
456,2020/03/18,614,48
457,2020/04/06,908,17
458,2020/04/14,196,47
459,2020/09/30,366,12
460,2021/02/05,435,22
461,2020/08/12,747,2
462,2020/10/30,734,45
463,2020/02/19,29,24
464,2020/03/28,258,6
465,2020/03/01,636,5
466,2020/12/06,373,23
467,2020/03/27,55,41
468,2020/04/10,150,23
469,2020/02/12,33,23
470,2020/02/03,389,30
471,2021/02/18,895,27
472,2020/05/03,92,46
473,2020/04/14,523,7
474,2020/08/17,744,23
475,2020/04/03,105,22
476,2020/08/21,103,41
477,2021/01/19,993,2
478,2020/10/25,585,14
479,2020/06/03,495,37
480,2020/10/06,306,17
481,2020/07/02,695,22
482,2020/07/16,84,2
483,2021/01/18,607,33
484,2021/01/22,657,3
485,2020/08/30,822,39
486,2021/01/25,739,2
487,2020/09/08,515,41
488,2020/11/26,864,47
489,2021/01/05,877,49
490,2020/04/26,563,29
491,2020/08/03,990,48
492,2020/12/21,521,15
493,2020/06/25,971,6
494,2021/01/05,311,39
495,2020/05/11,195,50
496,2020/02/14,788,11
497,2020/04/17,879,13
498,2020/04/17,105,33
499,2020/08/05,643,21
500,2020/04/25,956,39
501,2020/03/03,734,11
502,2020/01/15,45,28
503,2021/02/16,119,6
504,2020/05/01,281,42
505,2020/07/23,509,48
506,2020/11/25,791,20
507,2020/01/26,936,12
508,2021/02/20,723,8
509,2020/12/17,140,18
510,2020/02/27,329,27
511,2020/04/21,70,2
512,2020/05/03,860,18
513,2020/03/18,350,19
514,2020/01/01,830,33
515,2020/02/24,522,21
516,2021/02/27,374,24
517,2020/06/27,229,45
518,2020/08/10,537,20
519,2021/01/27,339,18
520,2020/12/05,414,34
521,2020/09/15,128,36
522,2020/04/13,183,13
523,2020/11/07,473,6
524,2020/03/13,848,45
525,2020/08/10,739,10
526,2020/04/29,123,1
527,2020/07/07,929,6
528,2020/04/14,832,16
529,2020/05/03,495,16
530,2020/03/30,414,37
531,2020/01/04,984,33
532,2020/11/29,928,43
533,2020/05/07,861,5
534,2020/07/21,585,36
535,2020/03/27,892,6
536,2020/02/09,619,36
537,2021/01/27,839,1
538,2020/07/05,51,28
539,2020/08/25,434,17
540,2020/11/08,720,3
541,2020/09/23,994,14
542,2020/01/16,399,43
543,2020/02/25,970,3
544,2020/12/15,697,6
545,2020/03/18,81,2
546,2020/10/19,691,32
547,2020/07/02,284,8
548,2021/01/28,118,38
549,2021/02/14,588,20
550,2020/05/23,847,5
551,2020/08/03,114,40
552,2020/08/09,717,14
553,2020/05/04,967,39
554,2020/12/14,917,7
555,2020/06/10,98,15
556,2020/10/01,605,24
557,2020/12/09,973,16
558,2020/08/23,793,43
559,2020/05/22,120,13
560,2020/11/04,204,27
561,2020/08/23,1000,21
562,2020/06/01,306,42
563,2020/04/25,271,41
564,2020/10/01,79,7
565,2021/01/01,475,7
566,2020/06/17,590,17
567,2020/11/07,675,23
568,2020/04/28,523,30
569,2021/01/04,390,24
570,2020/07/24,389,19
571,2020/06/07,112,49
572,2020/07/04,452,40
573,2020/09/05,596,20
574,2021/01/12,7,41
575,2020/11/26,503,21
576,2020/08/28,784,10
577,2020/09/24,159,14
578,2020/11/07,143,32
579,2020/08/21,202,41
580,2020/01/27,241,20
581,2020/02/26,821,16
582,2021/02/27,201,2
583,2020/05/05,185,50
584,2020/08/31,316,11
585,2020/08/12,455,23
586,2020/10/05,843,40
587,2020/07/16,553,46
588,2020/04/26,94,4
589,2020/04/09,401,35
590,2020/06/11,308,48
591,2020/08/17,209,24
592,2020/12/29,134,24
593,2020/09/02,86,36
594,2020/06/26,884,28
595,2020/04/18,5,17
596,2020/02/19,185,44
597,2020/08/31,324,48
598,2020/03/25,157,43
599,2020/12/14,600,17
600,2020/01/21,585,32
601,2020/05/02,940,4
602,2020/08/03,596,25
603,2020/01/08,398,23
604,2020/09/14,734,7
605,2020/11/23,287,27
606,2020/12/26,658,9
607,2020/11/21,568,49
608,2020/05/21,67,38
609,2021/02/15,495,30
610,2020/07/15,669,17
611,2021/01/25,791,44
612,2020/12/08,113,32
613,2020/05/13,794,43
614,2020/12/28,581,32
615,2020/01/30,641,13
616,2020/03/03,386,28
617,2020/08/14,85,47
618,2020/09/29,885,42
619,2021/02/06,255,38
620,2020/09/23,246,14
621,2021/01/27,924,20
622,2020/02/04,808,9
623,2020/08/16,474,22
624,2020/02/19,778,38
625,2020/12/15,890,12
626,2020/08/13,643,30
627,2020/10/26,490,44
628,2021/02/24,619,7
629,2020/06/19,292,30
630,2020/08/06,168,1
631,2021/02/17,373,36
632,2020/01/14,491,21
633,2021/02/23,885,41
634,2021/02/26,684,40
635,2020/10/14,461,13
636,2021/02/18,755,18
637,2020/09/04,332,36
638,2020/09/17,540,19
639,2020/02/10,964,2
640,2020/01/18,802,3
641,2020/11/11,918,33
642,2020/03/11,815,47
643,2020/03/27,327,41
644,2021/01/28,221,22
645,2020/05/17,68,1
646,2020/08/29,412,41
647,2020/08/15,513,38
648,2020/04/10,717,42
649,2020/11/08,637,37
650,2021/02/09,411,31
651,2020/12/11,686,11
652,2020/12/25,590,25
653,2020/07/21,692,24
654,2020/09/01,274,34
655,2020/01/31,207,37
656,2020/09/30,471,5
657,2020/05/03,277,38
658,2020/09/13,810,42
659,2021/01/10,503,49
660,2020/06/05,189,8
661,2020/01/03,617,21
662,2021/02/06,128,23
663,2021/01/24,565,38
664,2020/10/10,337,47
665,2020/06/02,766,12
666,2021/02/21,55,37
667,2020/06/15,511,4
668,2021/01/06,128,17
669,2020/08/05,396,11
670,2020/06/26,269,8
671,2020/04/22,362,41
672,2020/08/16,887,42
673,2020/11/07,141,22
674,2020/10/03,286,11
675,2020/04/27,381,45
676,2021/01/17,899,9
677,2020/05/08,506,6
678,2020/12/05,122,35
679,2020/04/27,422,5
680,2020/01/18,807,12
681,2020/08/10,461,12
682,2020/10/19,975,17
683,2020/04/30,229,9
684,2020/10/20,536,12
685,2020/01/01,137,22
686,2020/04/18,969,2
687,2020/06/11,137,15
688,2020/06/16,693,13
689,2020/11/29,760,46
690,2021/01/27,496,12
691,2020/04/12,834,36
692,2020/03/19,289,8
693,2020/02/25,524,3
694,2020/08/16,601,9
695,2020/06/06,683,22
696,2020/08/12,209,45
697,2020/02/17,60,28
698,2020/09/27,52,17
699,2020/06/04,914,44
700,2020/05/07,490,44
701,2020/06/28,329,27
702,2020/12/27,853,10
703,2020/02/08,846,1
704,2020/03/12,65,29
705,2020/08/03,746,43
706,2020/09/10,975,20
707,2020/03/29,803,25
708,2020/09/06,770,43
709,2020/09/04,610,20
710,2020/09/07,775,21
711,2020/08/15,304,40
712,2020/10/21,14,43
713,2020/06/01,124,14
714,2021/01/18,772,19
715,2020/08/26,724,13
716,2021/01/26,61,36
717,2020/03/17,85,47
718,2020/10/07,335,50
719,2020/08/18,834,23
720,2020/09/28,732,16
721,2020/02/23,62,20
722,2020/05/21,488,43
723,2020/12/12,309,23
724,2020/10/20,986,6
725,2020/05/16,930,48
726,2020/05/24,200,4
727,2020/10/26,31,46
728,2021/02/05,551,5
729,2020/11/01,437,31
730,2020/03/26,510,19
731,2020/09/13,62,10
732,2020/06/12,263,19
733,2020/03/05,992,18
734,2020/02/27,794,27
735,2020/04/01,861,12
736,2020/03/29,145,40
737,2020/11/16,433,14
738,2021/02/11,506,38
739,2020/08/05,389,19
740,2020/08/17,292,37
741,2021/01/05,455,10
742,2020/07/19,660,31
743,2020/05/11,804,13
744,2020/03/04,963,6
745,2020/08/29,343,20
746,2020/03/26,658,35
747,2020/04/21,143,40
748,2020/09/02,154,46
749,2020/02/06,603,17
750,2020/07/24,64,19
751,2020/01/13,759,29
752,2020/05/13,759,32
753,2020/02/11,901,17
754,2020/11/16,282,5
755,2020/08/06,707,28
756,2020/01/18,808,37
757,2020/01/09,44,43
758,2020/05/07,657,11
759,2020/09/26,67,36
760,2021/01/20,399,17
761,2020/01/26,32,30
762,2020/10/25,55,29
763,2020/09/13,199,16
764,2020/05/09,845,37
765,2020/07/19,517,45
766,2020/04/25,229,47
767,2020/07/10,411,7
768,2020/03/01,554,32
769,2020/11/29,744,49
770,2020/01/11,479,29
771,2020/12/06,251,10
772,2020/09/24,257,49
773,2020/01/25,983,35
774,2021/01/12,620,35
775,2020/12/21,784,1
776,2020/06/10,497,3
777,2020/11/12,479,35
778,2020/10/01,88,30
779,2020/08/15,442,29
780,2020/02/24,312,38
781,2020/01/20,297,13
782,2021/01/02,209,13
783,2020/12/28,621,32
784,2020/03/23,452,37
785,2020/02/05,857,19
786,2020/08/08,960,29
787,2020/05/28,106,13
788,2021/01/04,199,22
789,2020/08/21,514,46
790,2020/11/04,476,2
791,2020/01/27,121,23
792,2020/01/28,96,28
793,2020/05/27,423,14
794,2020/05/05,591,3
795,2020/08/10,6,15
796,2020/05/24,408,17
797,2021/01/10,598,27
798,2020/07/29,145,34
799,2020/04/25,125,47
800,2020/04/10,436,2
801,2020/05/23,290,39
802,2020/11/14,13,29
803,2020/06/10,159,37
804,2020/08/06,672,42
805,2021/02/24,564,15
806,2021/01/04,602,44
807,2020/09/03,254,2
808,2021/02/06,892,17
809,2020/10/19,61,34
810,2020/11/05,862,23
811,2020/06/15,408,9
812,2021/02/15,654,32
813,2020/06/04,959,41
814,2020/04/06,704,29
815,2020/12/13,744,49
816,2020/06/24,623,27
817,2020/12/29,301,27
818,2020/08/26,367,45
819,2021/01/05,930,40
820,2020/01/31,546,34
821,2020/06/14,950,48
822,2020/01/23,971,3
823,2020/04/06,238,26
824,2020/09/17,277,9
825,2020/03/21,558,26
826,2020/07/31,721,25
827,2020/01/18,651,42
828,2020/09/09,753,20
829,2020/01/02,530,24
830,2020/11/09,986,37
831,2020/06/07,453,12
832,2020/04/24,137,21
833,2020/10/28,741,5
834,2020/08/04,909,50
835,2020/04/08,448,11
836,2020/10/03,232,17
837,2020/10/11,652,26
838,2021/02/21,721,38
839,2020/09/05,173,26
840,2020/12/05,17,22
841,2021/02/21,127,18
842,2021/01/15,858,42
843,2020/02/25,266,17
844,2020/01/09,783,22
845,2020/01/20,954,17
846,2020/04/29,263,16
847,2020/12/04,648,41
848,2020/12/31,410,47
849,2020/09/28,294,31
850,2020/11/18,461,41
851,2020/11/11,292,11
852,2020/12/30,813,10
853,2021/02/11,611,8
854,2020/10/14,511,33
855,2020/01/16,639,38
856,2020/05/19,601,16
857,2021/02/20,662,33
858,2020/08/12,195,15
859,2020/05/06,374,23
860,2021/02/22,119,20
861,2020/02/09,396,44
862,2020/06/28,357,37
863,2020/08/01,596,7
864,2020/04/10,405,24
865,2020/12/15,246,23
866,2020/10/24,471,29
867,2020/08/23,182,43
868,2020/07/26,334,42
869,2020/10/13,819,45
870,2020/06/05,984,11
871,2020/05/19,475,25
872,2020/03/28,397,4
873,2020/12/15,143,31
874,2020/02/03,192,17
875,2020/01/22,887,19
876,2020/04/18,813,45
877,2020/10/12,329,17
878,2020/03/24,557,39
879,2020/06/14,157,18
880,2020/07/19,306,11
881,2020/07/10,782,46
882,2021/01/14,652,30
883,2021/02/05,444,9
884,2020/10/27,570,18
885,2020/12/29,636,37
886,2020/01/03,87,31
887,2020/02/12,484,37
888,2020/07/20,33,20
889,2020/08/13,839,17
890,2021/01/25,732,21
891,2020/11/28,933,37
892,2020/10/13,742,1
893,2020/10/18,586,6
894,2021/02/14,621,50
895,2020/09/29,782,9
896,2020/05/04,765,40
897,2020/08/29,691,13
898,2020/05/12,573,36
899,2020/03/27,569,31
900,2020/07/09,352,29
901,2020/09/24,891,13
902,2021/01/18,342,35
903,2020/05/28,912,1
904,2020/11/12,282,29
905,2020/11/05,804,38
906,2020/10/01,686,2
907,2020/09/26,657,29
908,2020/03/17,21,14
909,2020/05/24,587,19
910,2020/09/25,972,36
911,2020/03/13,915,13
912,2020/05/29,783,27
913,2020/12/26,667,30
914,2020/07/01,285,28
915,2020/03/25,284,39
916,2020/11/28,756,29
917,2021/02/27,835,46
918,2020/11/14,533,47
919,2020/11/09,467,42
920,2020/02/26,499,4
921,2021/02/23,921,42
922,2021/01/04,562,4
923,2020/09/29,283,41
924,2020/10/11,842,30
925,2020/02/15,500,22
926,2020/02/24,777,34
927,2020/05/15,915,17
928,2021/01/08,684,4
929,2020/08/31,206,22
930,2021/02/17,326,25
931,2021/01/20,216,21
932,2020/08/28,899,17
933,2020/08/31,413,25
934,2020/12/08,35,5
935,2020/03/24,977,39
936,2020/10/05,727,5
937,2020/04/09,501,24
938,2021/01/25,738,42
939,2020/12/26,56,10
940,2020/11/16,290,6
941,2020/04/04,922,43
942,2020/01/31,594,44
943,2020/02/10,257,18
944,2020/07/24,609,2
945,2020/09/24,28,40
946,2020/09/20,598,38
947,2020/07/13,971,11
948,2020/01/11,963,34
949,2020/01/06,3,16
950,2020/09/15,597,3
951,2020/11/08,671,2
952,2020/02/14,480,46
953,2021/01/17,23,29
954,2020/07/06,796,10
955,2020/04/05,960,35
956,2020/12/15,324,46
957,2020/12/29,474,38
958,2021/01/09,245,50
959,2020/07/16,923,2
960,2020/03/31,324,25
961,2020/02/02,880,36
962,2020/06/07,782,39
963,2020/09/18,292,49
964,2020/03/20,625,21
965,2020/08/13,894,48
966,2020/06/10,237,27
967,2020/06/05,984,3
968,2020/08/11,606,28
969,2020/05/20,364,43
970,2020/10/04,261,2
971,2021/02/26,130,38
972,2020/07/26,471,6
973,2020/02/15,948,32
974,2020/04/10,156,25
975,2020/06/15,730,3
976,2020/11/19,468,45
977,2020/08/07,226,36
978,2021/01/06,947,1
979,2020/04/17,43,18
980,2020/06/22,817,16
981,2020/11/07,569,46
982,2020/01/21,391,31
983,2020/06/26,518,4
984,2020/05/20,342,12
985,2020/08/25,93,32
986,2021/02/25,474,16
987,2020/05/16,348,41
988,2020/01/27,412,37
989,2021/01/27,52,45
990,2020/02/20,812,3
991,2020/05/29,676,22
992,2020/08/30,159,3
993,2020/06/28,363,8
994,2020/03/21,274,34
995,2020/04/13,561,10
996,2020/03/09,535,23
997,2020/12/12,608,12
998,2020/10/04,727,7
999,2020/02/03,566,6
1000,2020/02/23,326,50
